NAME                      |     AMOUNT | TRANS_DATETIME      | PROCESS_DATETIME    | LOCATION                           
Onofredo                  |  37,730.00 | 2021-02-07 00:00:00 | 2021-09-28 2:30:06  | San Joaquin Dodder                 
Terri                     |  27,434.00 | 2021-07-12 00:00:00 | 2021-09-28 21:01:09 | Eared Redstem                      
Benoit                    |  30,253.00 | 2021-02-28 00:00:00 | 2021-09-28 11:17:06 | Oneflower Honeycombhead            
Ruth                      |  14,520.00 | 2020-08-24 00:00:00 | 2021-09-28 23:19:32 | Sticky Polemonium                  
Sheba                     |  41,056.00 | 2021-07-12 00:00:00 | 2021-09-28 6:15:23  | Bryum Moss                         
Zachariah                 |  40,095.00 | 2020-07-01 00:00:00 | 2021-09-28 5:10:28  | Red Creek Buckwheat                
Christy                   |  14,808.00 | 2021-01-02 00:00:00 | 2021-09-28 6:06:12  | Fingertips                         
Shandra                   |   6,527.00 | 2020-08-01 00:00:00 | 2021-09-28 3:07:23  | Kearney's Snakewood                
Gwendolen                 |  46,612.00 | 2020-10-24 00:00:00 | 2021-09-28 2:49:45  | Desert Willow                      
Kelby                     |  15,615.00 | 2021-01-04 00:00:00 | 2021-09-28 13:51:18 | Wood Wakerobin                     
Sid                       |  48,630.00 | 2021-05-03 00:00:00 | 2021-09-28 9:10:52  | Greenleaf Ticktrefoil              
Flory                     |  28,527.00 | 2021-02-01 00:00:00 | 2021-09-28 13:35:44 | Tall Oat Grass                     
Liva                      |  29,447.00 | 2021-01-13 00:00:00 | 2021-09-28 2:10:16  | Flatcrown Buckwheat                
Aube                      |  26,405.00 | 2020-09-30 00:00:00 | 2021-09-28 18:30:19 | Apalachicola St. Johnswort         
Krispin                   |  20,284.00 | 2021-01-08 00:00:00 | 2021-09-28 0:54:04  | Palisade Grass                     
Carmen                    |  26,477.00 | 2020-11-16 00:00:00 | 2021-09-28 10:37:23 | Limahuli Valley Cyanea             
Annetta                   |  39,169.00 | 2021-07-03 00:00:00 | 2021-09-28 1:34:56  | Western Grasswort                  
Ulrick                    |   1,841.00 | 2020-11-22 00:00:00 | 2021-09-28 13:58:37 | Sarmenthypnum Moss                 
Eolanda                   |  27,713.00 | 2021-05-10 00:00:00 | 2021-09-28 14:11:28 | Sphagnum Absonditella Lichen       
Jaimie                    |  25,064.00 | 2020-10-02 00:00:00 | 2021-09-28 3:45:27  | Zwackhiomyces Lichen               
Kylila                    |  10,905.00 | 2021-05-17 00:00:00 | 2021-09-28 14:26:18 | Spring Fumewort                    
Jacques                   |  18,464.00 | 2020-10-08 00:00:00 | 2021-09-28 3:12:41  | Menzies' Fiddleneck                
Westbrooke                |  40,830.00 | 2020-11-11 00:00:00 | 2021-09-28 13:03:13 | Dactylospora Lichen                
Jervis                    |  28,500.00 | 2021-01-20 00:00:00 | 2021-09-28 13:29:30 | Junior Tom Thumb Cactus            
Georgeta                  |  34,049.00 | 2020-07-30 00:00:00 | 2021-09-28 5:44:54  | Suksdorf's Milkvetch               
Saidee                    |  16,896.00 | 2021-01-30 00:00:00 | 2021-09-28 23:29:25 | Tropical Desert-thorn              
Amelina                   |   5,060.00 | 2021-03-14 00:00:00 | 2021-09-28 16:49:52 | Eggleston's Milkvetch              
Addie                     |  33,274.00 | 2021-01-28 00:00:00 | 2021-09-28 1:58:28  | Bird's-foot                        
Linette                   |  48,857.00 | 2021-04-24 00:00:00 | 2021-09-28 15:26:27 | Tamonea                            
Clara                     |  38,233.00 | 2020-07-29 00:00:00 | 2021-09-28 5:01:02  | Black Huckleberry                  
Roderigo                  |  36,343.00 | 2021-01-24 00:00:00 | 2021-09-28 13:07:03 | Mealy Lichen                       
Louise                    |  20,863.00 | 2021-04-24 00:00:00 | 2021-09-28 15:24:31 | Spidergrass                        
Davin                     |  38,308.00 | 2021-01-28 00:00:00 | 2021-09-28 7:14:30  | Tuberous Grasspink                 
Sidney                    |  23,237.00 | 2020-08-13 00:00:00 | 2021-09-28 15:44:20 | Rimmed Lichen                      
Cooper                    |  36,233.00 | 2021-07-19 00:00:00 | 2021-09-28 22:17:41 | Porpidia Lichen                    
Tonia                     |  12,180.00 | 2020-08-09 00:00:00 | 2021-09-28 11:41:10 | Southern Lipfern                   
Nike                      |  46,231.00 | 2020-10-16 00:00:00 | 2021-09-28 14:05:46 | Clokey's Fleabane                  
Haven                     |   2,735.00 | 2021-05-20 00:00:00 | 2021-09-28 8:40:35  | Pohakea Gulch Cyrtandra            
Thekla                    |  30,317.00 | 2020-08-29 00:00:00 | 2021-09-28 2:50:36  | Sand Buckwheat                     
Kirk                      |  37,300.00 | 2020-10-01 00:00:00 | 2021-09-28 12:23:49 | Northern Buttercup                 
Jeffie                    |  24,360.00 | 2020-10-05 00:00:00 | 2021-09-28 6:35:14  | Arkansas River Feverfew            
Ali                       |   7,978.00 | 2020-10-04 00:00:00 | 2021-09-28 3:38:00  | Bulletwood                         
Edlin                     |   5,880.00 | 2020-09-06 00:00:00 | 2021-09-28 21:37:57 | Earth Lichen                       
Porter                    |  44,355.00 | 2021-07-29 00:00:00 | 2021-09-28 4:06:57  | Great Leadtree                     
Patsy                     |  33,673.00 | 2021-03-01 00:00:00 | 2021-09-28 9:32:15  | Rimelia Lichen                     
Elayne                    |  22,231.00 | 2021-01-29 00:00:00 | 2021-09-28 12:05:46 | Averrhoa                           
Viole                     |  14,034.00 | 2020-08-05 00:00:00 | 2021-09-28 5:17:54  | Sibbaldia                          
Gerardo                   |  32,037.00 | 2020-09-19 00:00:00 | 2021-09-28 19:44:11 | Northern Sweetgrass                
Everett                   |  38,121.00 | 2021-06-09 00:00:00 | 2021-09-28 1:04:01  | Kaholuamanu Melicope               
Peg                       |  18,379.00 | 2021-03-03 00:00:00 | 2021-09-28 14:15:51 | Tetrodontium Moss                  
Erny                      |  23,591.00 | 2021-04-26 00:00:00 | 2021-09-28 10:02:30 | California Lady's Slipper          
Brewster                  |  33,374.00 | 2020-12-02 00:00:00 | 2021-09-28 0:55:55  | Trampweed                          
Hadria                    |  15,016.00 | 2020-08-24 00:00:00 | 2021-09-28 6:01:37  | Sun Spurge                         
Percival                  |  48,548.00 | 2020-12-05 00:00:00 | 2021-09-28 10:27:11 | Western Trailing Ticktrefoil       
Venus                     |  47,116.00 | 2021-07-10 00:00:00 | 2021-09-28 22:56:49 | Threetooth Ragwort                 
Cordy                     |   1,612.00 | 2020-07-02 00:00:00 | 2021-09-28 5:16:42  | Santa Rita Mountain Grama          
Hugues                    |   4,411.00 | 2021-01-11 00:00:00 | 2021-09-28 22:35:07 | Elegant Calicoflower               
Farand                    |  36,620.00 | 2020-08-20 00:00:00 | 2021-09-28 8:46:15  | European Chickweed                 
Nil                       |  49,484.00 | 2021-03-25 00:00:00 | 2021-09-28 2:58:58  | Truckee Lewisia                    
Mariana                   |  13,001.00 | 2020-07-13 00:00:00 | 2021-09-28 22:57:58 | American Spikenard                 
Clevey                    |   6,814.00 | 2020-08-29 00:00:00 | 2021-09-28 0:22:22  | Northern Funaria Moss              
Florance                  |  27,523.00 | 2021-05-14 00:00:00 | 2021-09-28 5:13:01  | Fraziers Well Buckwheat            
Curr                      |  10,469.00 | 2020-10-10 00:00:00 | 2021-09-28 9:03:32  | Greata's Aster                     
Jorry                     |  20,907.00 | 2020-12-07 00:00:00 | 2021-09-28 9:58:09  | Vestergrenopsis Lichen             
Vergil                    |  38,444.00 | 2020-12-21 00:00:00 | 2021-09-28 8:35:51  | Shale Barren Evening Primrose      
Courtney                  |  15,735.00 | 2020-10-02 00:00:00 | 2021-09-28 20:59:32 | Rinodina Lichen                    
Deny                      |  40,424.00 | 2021-04-10 00:00:00 | 2021-09-28 8:37:39  | False Coffee                       
Marice                    |  14,577.00 | 2021-01-22 00:00:00 | 2021-09-28 14:47:06 | Giant Dodder                       
Rosana                    |  35,607.00 | 2021-02-28 00:00:00 | 2021-09-28 8:58:27  | Purdie's Nutrush                   
Anne-corinne              |  24,300.00 | 2021-07-22 00:00:00 | 2021-09-28 2:31:25  | Jepson's Blue Wildrye              
Jodie                     |  33,252.00 | 2020-08-01 00:00:00 | 2021-09-28 13:41:26 | Woodfern                           
Toddy                     |  18,005.00 | 2020-11-10 00:00:00 | 2021-09-28 8:59:27  | Pineapple                          
Tana                      |  30,643.00 | 2021-04-05 00:00:00 | 2021-09-28 19:45:01 | Felt Lichen                        
Herbie                    |  19,667.00 | 2021-07-04 00:00:00 | 2021-09-28 16:44:20 | Warty Panicgrass                   
Jodee                     |  22,794.00 | 2020-10-07 00:00:00 | 2021-09-28 6:10:31  | Peppermint                         
Lida                      |  32,057.00 | 2020-09-05 00:00:00 | 2021-09-28 2:17:38  | Mycelis                            
Laurianne                 |   2,327.00 | 2020-10-10 00:00:00 | 2021-09-28 11:16:13 | Payson's Draba                     
Jo                        |  41,556.00 | 2021-01-10 00:00:00 | 2021-09-28 8:27:53  | Mountain Oat Grass                 
Lennie                    |  30,167.00 | 2020-07-12 00:00:00 | 2021-09-28 8:02:08  | Smallflower Fumewort               
Giselle                   |  47,435.00 | 2020-07-30 00:00:00 | 2021-09-28 22:30:02 | Grassland Beggarticks              
Gayle                     |  47,480.00 | 2020-11-30 00:00:00 | 2021-09-28 23:38:19 | Pyrenothrix Lichen                 
Bartie                    |  40,240.00 | 2021-01-04 00:00:00 | 2021-09-28 16:30:48 | Hairy Skullcap                     
Nadeen                    |   7,296.00 | 2021-01-22 00:00:00 | 2021-09-28 15:09:29 | Hyacinthoides                      
Luisa                     |  46,153.00 | 2021-04-19 00:00:00 | 2021-09-28 16:39:49 | Field Locoweed                     
Duffy                     |  12,127.00 | 2020-11-25 00:00:00 | 2021-09-28 18:07:51 | Narrowleaf Cowwheat                
Mose                      |  29,180.00 | 2021-01-05 00:00:00 | 2021-09-28 19:59:31 | Pygmy Fameflower                   
Josselyn                  |   5,597.00 | 2021-01-24 00:00:00 | 2021-09-28 5:19:08  | Hoptree                            
Murvyn                    |  30,948.00 | 2020-08-10 00:00:00 | 2021-09-28 8:31:06  | Bryonora Lichen                    
Tabbi                     |  41,238.00 | 2021-06-21 00:00:00 | 2021-09-28 4:13:17  | Tiburon Mariposa Lily              
Juana                     |  43,319.00 | 2021-01-26 00:00:00 | 2021-09-28 11:20:55 | Balsampear                         
Marcie                    |   9,385.00 | 2020-10-27 00:00:00 | 2021-09-28 7:43:58  | Longspur Lupine                    
Darleen                   |  38,555.00 | 2021-06-23 00:00:00 | 2021-09-28 23:25:00 | Winter Jasmine                     
Gasparo                   |  13,792.00 | 2021-01-28 00:00:00 | 2021-09-28 20:08:25 | Winged Peperomia                   
Di                        |  10,875.00 | 2021-03-25 00:00:00 | 2021-09-28 4:17:22  | Bauer's Bristle Fern               
Fanny                     |  16,092.00 | 2020-12-21 00:00:00 | 2021-09-28 22:11:29 | Manyflowered Aster                 
Torry                     |   7,774.00 | 2021-01-29 00:00:00 | 2021-09-28 12:39:25 | Yellow Trumpetbush                 
Daisey                    |  43,388.00 | 2021-06-11 00:00:00 | 2021-09-28 13:41:33 | Subarctic Ladyfern                 
Edita                     |  49,829.00 | 2021-03-20 00:00:00 | 2021-09-28 22:51:32 | Seaside Alkaligrass                
Darryl                    |   5,889.00 | 2020-11-03 00:00:00 | 2021-09-28 4:14:33  | Thurber's Stemsucker               
Butch                     |  13,501.00 | 2021-04-24 00:00:00 | 2021-09-28 18:17:18 | Tiehm's Beardtongue                
Issiah                    |  19,052.00 | 2021-02-19 00:00:00 | 2021-09-28 16:33:42 | Javanese Treebine                  
Lon                       |  21,442.00 | 2021-02-09 00:00:00 | 2021-09-28 16:23:06 | Ashen Milkvetch                    
Petronia                  |   4,630.00 | 2020-12-29 00:00:00 | 2021-09-28 1:26:01  | Largeleaf Wild Indigo              
Salvador                  |   5,328.00 | 2020-09-23 00:00:00 | 2021-09-28 7:47:43  | Soxman's Milkvetch                 
Valerye                   |  10,108.00 | 2020-08-09 00:00:00 | 2021-09-28 12:04:51 | Downy Phlox                        
Perrine                   |  41,505.00 | 2020-07-04 00:00:00 | 2021-09-28 19:01:33 | Laurer's Desmatodon Moss           
Vicky                     |   4,737.00 | 2021-05-14 00:00:00 | 2021-09-28 17:43:17 | European Frostweed                 
Flori                     |   9,537.00 | 2021-06-28 00:00:00 | 2021-09-28 3:49:14  | Collins' Rockcress                 
Liza                      |  40,711.00 | 2020-09-11 00:00:00 | 2021-09-28 3:19:20  | Loxospora Lichen                   
Augustin                  |  48,502.00 | 2021-04-24 00:00:00 | 2021-09-28 4:29:34  | Lesser Spikemoss                   
Seumas                    |  39,413.00 | 2021-07-06 00:00:00 | 2021-09-28 22:56:55 | Thistleleaf Aster                  
Nannette                  |  19,222.00 | 2020-10-08 00:00:00 | 2021-09-28 3:46:13  | American Spikenard                 
Yorke                     |  16,737.00 | 2020-10-14 00:00:00 | 2021-09-28 15:38:38 | Russethair Saxifrage               
Morgen                    |  16,980.00 | 2021-05-12 00:00:00 | 2021-09-28 0:56:12  | Willdenow's Spikemoss              
Luce                      |  44,478.00 | 2021-06-07 00:00:00 | 2021-09-28 4:49:03  | Sand Buckwheat                     
Elisa                     |  25,101.00 | 2020-07-02 00:00:00 | 2021-09-28 10:54:52 | Texan Canoparmelia Lichen          
Cherish                   |  18,116.00 | 2020-07-09 00:00:00 | 2021-09-28 21:26:00 | Lecidea Lichen                     
Adda                      |  16,276.00 | 2020-11-03 00:00:00 | 2021-09-28 10:08:25 | Red Monardella                     
Dynah                     |  32,373.00 | 2020-07-16 00:00:00 | 2021-09-28 15:01:59 | Late Purple Aster                  
Sonia                     |  18,064.00 | 2020-07-26 00:00:00 | 2021-09-28 21:20:10 | Howell's Fleabane                  
Ettore                    |  22,981.00 | 2021-04-08 00:00:00 | 2021-09-28 10:35:58 | Picrasma                           
Stormie                   |  18,400.00 | 2020-10-11 00:00:00 | 2021-09-28 12:15:54 | Disc Lichen                        
Clareta                   |  33,524.00 | 2021-04-23 00:00:00 | 2021-09-28 11:01:06 | Silversword                        
Irwin                     |  13,634.00 | 2020-11-22 00:00:00 | 2021-09-28 10:17:15 | Florida Keys Nutrush               
Hadley                    |  19,142.00 | 2021-05-23 00:00:00 | 2021-09-28 12:32:41 | Galisteo Sand Verbena              
Ashia                     |  15,557.00 | 2021-03-11 00:00:00 | 2021-09-28 20:09:34 | Sclerophora Lichen                 
Christoper                |  41,821.00 | 2021-03-01 00:00:00 | 2021-09-28 21:37:10 | Pore Lichen                        
